UniProtAccFull	UniProtAcc	UniProtName	Gene	EntrezGene	R_01	R_02	R_03	R_04	R_05	R_06	R_07	R_08	R_09	S_01	S_02	S_03	S_04	S_05	S_06	S_07	S_08	S_09
A0JPQ5	A0JPQ5	A0JPQ5_RAT	RGD1560212		0.0471390056445213	0.243411444250749	0.20945633483099	0.111010086801733	0.14481957855126	-0.0131916645367801	0.0949873615730606	-0.0704219191434532	0.273289333553551	0.267609982826076	0.138686954479323	0.261992384591434	0.240524151704664	0.0966979038504004	0.113797711942345	0.225840159286078	0.138010590685392	0.137420407087518
A1EC97	A1EC97	A1EC97_RAT	Dusp14		-0.061494479419288	0.130862995266966	0.302587694418771	1.56155994488049	0.363083000202686					0.527593887482843	0.15487096799215	-0.00719621741562637	0.367197504375814					
A1L1J8	A1L1J8	A1L1J8_RAT	Rab5b		-0.00530227795682445	0.0721142879223368	-0.0628789315261934	0.153724670484974	0.138968024208619	0.110862188805516	-0.0333513542560008	0.087139873333695	0.117716910333601	-0.317110874704138	-0.03284646413454	0.100105564430747	0.0967746119671606	-0.343964642510388	0.0132377297633364	0.144283045220406	-0.141436047548248	0.0552577447902146
A1L1K8	A1L1K8	A1L1K8_RAT	Habp4		-0.2085898382395	-0.512853225198486	-0.250233477511628	-0.264581207639778	-0.122828562821043	0.050559339421322	-0.0970790409734643	0.115716697687833	0.175705426024907	-0.592997639120808	0.195133175989294	-0.230375029454833	-0.0806630214673146	-0.0428067959038529	0.218655014393818	0.179528465606507	-0.176954746798651	0.186483324987961
A1L1M0	A1L1M0	A1L1M0_RAT	Prkaca		0.0881735296002632	0.125128037204491	-0.0344616246966943	0.0470688105991709	0.0356628087752459	0.16213021258974	0.155860270742681	0.190797645169557	0.284594317854876	-0.26551080188934	0.097322926239032	0.00335879069619294	0.190486938641039	0.253508016901306	0.0989382315205439	0.170852235704807	0.154146874720133	0.18265520276468
A2IBE0	A2IBE0	A2IBE0_RAT	Car14		0.0817343509911337	-0.0897957784021835	0.114303985195901	0.0831143190791662	0.13870805768469	-0.0606639308360847	-0.19686328312816	0.169318151070411	0.321221696402773	-0.217306694485133	-0.0529912398042632	0.116646349043876	0.055466353102593	-1.29901814475345	-0.0172714462852335	0.281676352272506	-0.313809053875074	0.13979430457834
A2VCV8	A2VCV8	A2VCV8_RAT	Mlx		-0.0484037992389862	0.0211645680490062	-0.114230016350064	-0.0983023341800673	0.0261594653411267	-0.0551585412949591	-0.185251706415634	0.00426581693096117	0.245833308046581	-0.0320303401482402	-0.0720470108408791	0.0109060804119205	0.0709824789692783	-0.547220810905559	0.230586688568217	0.314903188422623	-0.485465680430523	0.233686037671366
A4GW50	A4GW50	A4GW50_RAT	Stk38l		0.0917347693738004	0.145045373474983	0.127771177721117	-0.0048940278620446	0.032401141714623	0.0286338310550537	-0.0246962976119051	0.0295585335268776	-0.0605025418111483	0.0285552152836005	0.133097132591499	0.0835707370085489	0.106413963705332	0.114840270282163	0.0331558313523135	-0.130731072360761	0.0929318090371011	-0.0445025304913989
A7M746	A7M746	A7M746_RAT	Krt83		-0.549630717080139	-0.196520269182612	-0.134158448063998	1.97304594402922	0.0168780516566809	-1.29299481569348	-1.24013335869329	-1.50912139633973	-1.53749589072057	1.317057481917	-0.571416673955243	-0.332535787021297	-0.168063066340366	-0.150380489089755	-1.32614493671184	-1.81171044668266	-0.399594958334105	-1.37298056835279
A7M776	A7M776	A7M776_RAT	Kb23		-0.567198525718691	-0.178520001387628	-0.128770473965832	1.92890633034016	0.00714314255198928	-1.34357607587446	-1.21918015812073	-1.53952133578962	-1.52177871978796	1.27903387696369	-0.530435326444595	-0.297053843210865	-0.232006159245011	-0.231519763174571	-1.27280146124395	-1.82006406218383	-0.365137979627636	-1.32031659694934
A7M777	A7M777	A7M777_RAT	Krt85		-0.537848232584887	-0.21510029305817	-0.0639947324787185	1.79904168869211	0.0403329719350523	-1.35073607020686	-1.26782121091473	-1.54505705255893	-1.54076279098479	1.31748300834135	-0.509892638552294	-0.353350601374837	-0.105155161964761	-0.179414765432084	-1.3028740520327	-1.88091542925261	-0.414621475868631	-1.3675358810849
A8QIC3	A8QIC3	A8QIC3_RAT	Dnajc9		-0.0475336619639769	0.0202482248055795	0.0129862419628627	-0.0509442503672136	0.027553798563887	-0.217864313071087	0.199255345488061	-0.36475814303679	-0.145382324693342	0.172501490708637	-0.0179826436302702	0.0705522992820466	-0.0742215213333218	0.432456779488689	-0.0974511469230418	-0.162989882764011	0.124803470429859	-0.179783603005703
A9UMV7	A9UMV7	A9UMV7_RAT	Uqcr11		0.444681105070609	0.0169027602057148	-0.126132535257623	0.440712121579322	0.0540866277049322					-1.14227523297587	0.205644393988724	-0.0899542611906133	0.19280941111647					
A9UMV9	A9UMV9	A9UMV9_RAT	Ndufa7		0.194803068102662	-0.00722590497904746	-0.074145242403131	-0.00661582402983257	0.0248643776634103	0.110210574013538	-0.187903408303957	0.0320170455448686	-0.106231361213618	-0.506857701463854	0.0968597511505881	0.100085341349477	0.352022084415869	0.255450979845214	0.146898128478281	0.101344313283383	0.0721781974525839	0.0715636097442464
A9UMW0	A9UMW0	A9UMW0_RAT	Ubl5		-0.148995065892443	0.0751167536031289	-0.0052716828476061	-0.0550145586763019	0.035196387186063	0.0882798485802211	-0.161457447472776	0.0605545543781597	0.0737209079621639	0.0375685836835318	0.0822303816177991	0.150220487187873	0.060447560702432	-0.030595839720522	0.0813486742563939	0.11430554746066	-0.0462435674688031	-0.0370750227339054
A9UMW3	A9UMW3	A9UMW3_RAT	Ahsp		0.92789562021696	-0.0504909741375292	-0.400353694796178	-0.215113756997443	-0.426642149288997	-1.01702602203444		-0.800622549020996	-1.00629994792202	1.07929622411015	1.37030170798628	-0.142299200609979	-0.118878642933903	-1.2851541153798	0.261442695245007	-0.778067198400732	-0.855331499256511	-0.467718279613116
B0BMS8	B0BMS8	B0BMS8_RAT	Myl9		-0.0569506196296466	-0.0129080673205782	0.244133648776421	-0.162381078296286	-0.0441523511281705	0.0969769501938524	-0.0337576969646418	0.0951031650090086	0.023875218651078	0.166108824967367	0.0565905026089316	0.100815628815948	0.0541072285480095	-0.1237867006203	0.243133946838027	0.0595147873523622	0.189801698984931	-0.0791264573568715
B0BMS9	B0BMS9	B0BMS9_RAT	Prkrip1		-0.20251661169554	0.0964905333163125	-0.24534193232242	0.14014363480254	0.334768063149544					0.184388027969942	-0.2086333642809	-0.180627185462391	-0.161548236964741					
B0BMT9	B0BMT9	B0BMT9_RAT	Sqor		-0.00408865639452966	-0.0990682145457333	-0.147792163107477	0.0291849576333738	-0.0448891724696521	0.01335119919915	0.149681204610544	-0.0341099161267096	0.0289014991675937	-0.147404152755281	0.0316328895051522	0.0163244129329266	0.0777384839895334	0.122767766103139	-0.0020463570041454	-0.0992184330476029	0.183191176587335	0.0234451340952606
B0BMU0	B0BMU0	B0BMU0_RAT	Ppie							-0.150298156746988	0.545356305726394	0.51057488121091	-1.16085699395259					-1.37879203717413	-1.49470714608433	0.419271875343703	-1.81269757760058	-1.03533044617388
B0BMX3	B0BMX3	B0BMX3_RAT	S100a16		-0.263839458577012	0.00163025479019999	-0.0862876497298093	-0.152570594214586	-0.176792201131117	0.00861663227607901	-0.123297297076936	-0.0992322186135529	0.03435454029933	0.504019171239545	-0.231212525575824	-0.10757830367248	-0.168441762488006	0.0735272994509576	0.016796755365517	0.00790055163699255	0.120030838866352	0.0941104018495564
B0BMY5	B0BMY5	B0BMY5_RAT	Chchd5		0.161544744208192	-0.456739071267913	-0.377963709446517	-0.154104752701374	-0.263260014827884	0.157192309193373	-0.464156034356329	0.175960580655839	-0.269789537014182	-0.0324815908412288	-0.610597858102432	-0.308152827335022	-0.20421651429286	-0.481740212777068	-0.211682986916531	-0.0165529661825601	0.316886877871738	-0.101126768760198
B0BMY6	B0BMY6	B0BMY6_RAT	Otulin		0.0319592501843195	0.181760031111563	0.0346214789347714	-0.0591472956153073	0.0434689120188042	0.0409803410280679	-0.0292495581811973	0.0375697726091397	-0.0442699186405559	-0.0703312438401986	0.0116044715573757	-0.0796100631330798	0.115038132108005	-0.0670825526550785	-0.071724908565462	-0.0131409455902199	-0.0802096829098076	0.0679126062905848
B0BMY7	B0BMY7	B0BMY7_RAT	Twf2		0.00731007901923295	0.16759929744522	0.0708539642738175	-0.123768672833332	0.0205543638429246	0.0545575469604438	0.0437929790241094	0.143200510436397	0.100645918029436	0.107221923367341	-0.00361184439940854	0.206874554530818	0.0916947694709805	-0.39487337647977	0.0388226116142782	0.188909842250689	-0.198122744407718	0.0815053897488739
B0BMZ0	B0BMZ0	B0BMZ0_RAT	Neurl2		0.144163921385556	0.0155191298047475	0.197481906315565	0.117759687956574	0.113308402014545	-0.41970215536467	0.137387349873052	-0.13080986818985	-0.247295667114437	0.327083519022903	-0.0351947704854001	0.020396396723703	-0.13425068873289	-0.298816180101953	-0.157906012823946	0.0825811109618045	0.243294652256734	0.397928577781087
B0BN19	B0BN19	B0BN19_RAT	Rab22a		0.289244073604695	0.233647512863407	0.123437174210537	0.400245876129178	0.346892190332394	0.0559941074261057	0.433763159354032	-0.274138789420814	-0.220227658716295	-0.00738702441674782	0.212410050914066	0.0340215107380804	0.0266883477284536	0.307364195700189	0.0313718823163373	0.0299262794389935	0.0189137475413887	0.0609725109432077
B0BN30	B0BN30	B0BN30_RAT	Mtch1		-0.243580843530851	-0.12601581294117	-0.163164613113919	0.0262689155108422	-0.204436267078678					-0.587029970421535	0.00410987086894032	-0.0215411215995177	0.110330530502856					
B0BN46	B0BN46	B0BN46_RAT	Grhpr		-0.0907219241537423	0.261139892306914	0.279690756862531	0.10378018579718	0.253022808873405	-0.0786374681517289	-0.126244840542155	0.154955125858162	0.279180729145681	0.267749002093262	-0.100357142004316	0.319904617093812	-0.0396051117001371	-0.439915152479016	0.0966060329984288	0.147153088592574	-0.266082620010257	0.0933659614413265
B0BN53	B0BN53	B0BN53_RAT	Haus7		-0.0276018978596787	0.0918828303013671	0.0353089188188134	0.0856488822385577	0.0198224517025891	0.0704125241181788	0.0795244531638339	0.267753474256259	-0.162449965468037	-0.19516165342702	-0.701258451423304	-0.204900644817675	-0.473685958371956	-0.16283038157126	-0.534080685004231	-0.296702777440028	-0.590154193289499	-0.193272109204441
B0BN55	B0BN55	B0BN55_RAT	Urod		-0.0296780008657109	-0.119025547738869	0.038642221214081	-0.0847600797418338	-0.11167746122619	-0.0936326293617711	0.0592873512877128	-0.0727861765930279	-0.129017265689992	0.148726268449233	0.135660237843343	0.0512553240578165	0.0756631318930079	-0.0448775813397568	-0.0437447807277504	0.105094694072636	0.0470241365172065	0.082899883794426
B0BN63	B0BN63	B0BN63_RAT	Ahsa1		0.0741192597613029	-0.0253733727257118	-0.0254546142005488	-0.0242740979997943	-0.0555758093965138	-0.165303648866069	-0.0184966752294881	-0.0683062416893745	-0.000879491635458057	0.0275450955983523	-0.0175111594181327	-0.0619096067163994	-0.0604691201659108	-0.120917557644809	-0.0925399194438601	0.0721225381610162	-0.151220251676293	0.429152323796488
B0BN65	B0BN65	B0BN65_RAT	Fam49a		-0.11082980065239	0.177352924814691	-0.03398043341785	-0.138168783166504	0.0155269203776303	-0.154104124210745	0.0331036528881625	-0.128276896850424	0.0767214900076155	0.0932048221129491	0.0121528498339369	0.300280989337486	0.358993304785714	0.118137597542592	0.0435122223472296	0.130759494878311	0.128360493639407	0.00692850186211352
B0BN68	B0BN68	B0BN68_RAT	Mrps9		0.187509755977754	0.0374200023573656	-0.139369257238467	-0.132081235210786	0.120832770626343	0.0723641151328799	0.130017350950578	0.177431566651043	0.206289375617392	-0.16566998874257	0.103771447385042	0.0356012957227106	0.288750985736739	-0.10526794313024	0.00102385648777414	0.302979827218956	0.00529985171364944	0.0379238226781685
B0BN81	B0BN81	B0BN81_RAT	Rps5		-0.116821696147852	0.0139178261309733	-0.0286566177708275	0.0979122591974639	0.109338610912986	-0.0630477158585122	0.197822362656703	0.0330332404476069	0.0241598342443136	-0.0788400082873475	0.0561370874674642	0.110978914230485	-0.15731477296022	0.256199248512624	-0.182446563135056	-0.232209184678778	0.0240971079062412	-0.0434500883602569
B0BN83	B0BN83	B0BN83_RAT	Armc1		0.177625097756084	0.22294988749343	0.175466967532975	0.345969616462313	0.215111184257662	0.0598876737530526	-0.000511203132360971	0.0367403204194031	0.083868195792632	-0.280365130878305	-0.58081940404599	-0.276773102949434	-0.246606710539683	0.0289151604611369	0.110315355115709	0.0278377501497092	-0.0108484551806178	0.109434509518909
B0BN99	B0BN99	B0BN99_RAT	Hmgb3		-0.370874297902019	-0.0866870343855976	-0.0646435045939689	-0.33285900237444	-0.162029688972186	0.0362412832657039	0.00416208540231588	-0.0461809550215276	-0.0391329434820242	-0.144036530416566	0.0306390864168682	-0.0178295963465839	0.111265451111994	-0.0470962439471941	0.110446417292291	0.148318332337098	0.0406601042211793	0.0646777732092328
B0BNB0	B0BNB0	B0BNB0_RAT	Golt1b		0.733699154551367	0.0526313389765049	0.259251953580812	0.285392531552731	0.128603272184804	0.146774282766146	0.540755899803943	-0.141307897275148	0.0329688818091479	0.0679681695630321	0.324287486949743	0.151473131640946	0.170760351381625	0.493595864035677	-0.356160012762627	-0.121000021691778	0.145211216432412	-0.193672439669782
B0BNB1	B0BNB1	B0BNB1_RAT	Commd1		0.54710526495298	0.145745780534667		0.257416489974024		-0.219292517139046	0.1241070429677	-0.144357319925712	0.0198929314235066	0.633816790932467			1.10433988536369	0.0208430994693984	-0.10933882594574	-0.415434276743798	-0.0283247806133115	-0.186030657682369
B0BNB3	B0BNB3	B0BNB3_RAT	Mettl5		0.157994242536927	-0.204162488484376	-0.0544246313896399	0.0818995064878116	-0.0815131707036252					0.0123092662451959	0.00364883023165452	0.0188391529030647	0.254597724285684					
B0BNB9	B0BNB9	B0BNB9_RAT	Htra2		-0.0789107739436847	-0.156076194029431	-0.0968606660668202	-0.0674135741628323	0.0535025073605661	0.110924978805551	-0.0385386876672186	0.102593055342689	-0.0309049965169525	-0.312776392255029	0.0851013509900843	-0.0587334710610699	0.197148444124464	0.203837529741405	0.241557869449969	0.0317857754238953	-0.0483792360880049	0.0866794380091146
B0BND9	B0BND9	B0BND9_RAT	LOC108348180		-0.104042896800715	0.051853757005488	-0.248946080089384	-0.354433341479999	-0.16823332628616					0.090348268985402	0.266617977441025	0.22978044014312	-0.0894120350416162					
B0BNE3	B0BNE3	B0BNE3_RAT	Trappc5		-0.225046149698252	-0.0632637915348509	-0.0834355664708093	-0.0735640995605508	-0.119223533846725	0.0541302090868563	-0.0911860739210615	0.0894109684153543	0.00318277519025349	-0.185389260203707	0.0401094652313012	0.122416866084777	0.177777232049784	0.0744974924614382	-0.113228925397314	0.12123302378115	0.191437520531635	0.00372786969537586
B0BNE6	B0BNE6	B0BNE6_RAT	Ndufs8		0.179815285538774	-0.099167718640922	0.0193194493029863	0.19751774330542	0.159464997903608	0.210421750728159	0.0568780889160155	0.14094607220319	0.0269445732063957	-0.462513207366811	0.159405566685346	0.0593934820521369	0.262082999777095	0.263231655207913	0.233537482025487	0.400611668020273	0.0610794168461364	0.107471427249909
B0BNE9	B0BNE9	B0BNE9_RAT	Mtif3		0.0447654170418936	-0.110354779436855	0.000366340335324844	-0.0300975353986654	0.00478154784299412	-0.0367680742136384	-0.167849955837553	-0.202535722856674	-0.0971243144097346	-0.244817287593348	-0.0265118179377862	-0.176300997500808	0.0713577301926515	0.117271326774437	-0.165456766346975	-0.0378301052493195	0.0404545611923878	-0.198063510283895
B0BNF6	B0BNF6	B0BNF6_RAT	March5		0.0679419716148841	-0.281226469888501	-0.00713274644063561	0.127020904590934	-0.135700100707802	0.141711145708036	0.0982700619439436	-0.0946679098406489	-0.00441929851925919	0.10242591692848	-0.261449760739393	-0.565790369861508	0.372157793245737	0.324656357758556	0.164592738474915	0.129927963842822	0.433702791109115	0.101979695868283
B0BNG3	B0BNG3	B0BNG3_RAT	Lman2		0.164774138693485	0.073783121962872	0.0549366208232027	0.0571636764825612	0.0881078037742525	0.0718593449479715	-0.266755026919702	0.100305160437203	0.0471282515232291	-0.179318954008239	0.121326716292321	0.0323458234012792	0.204940838179022	0.258332575301078	-0.0535407031368445	0.241958540753198	0.139293021797251	0.0186010768200819
B0BNG5	B0BNG5	B0BNG5_RAT	Hif1an		-0.267007100774528	0.0090572113639413	-0.0270742245957871	-0.0928074566150483	-0.121321333899139	-0.12397164879759	-0.0316239328572744	-0.0365308145497855	0.137131215341366	-0.281730769078879	0.232261617793632	0.189338805143095	0.197923925853305	-0.18112101155514	-0.0233240842226616	-0.0765319468118099	-0.186116736206136	-0.0831042923419574
B0BNI6	B0BNI6	B0BNI6_RAT	Slc25a35		0.278146387759648	-0.0512528005596491	-0.252028276418975	0.170947982300143	0.102200667734496	0.241281421165753	0.0225909840124098	0.0601109776409249	0.20116104995301	-0.504824841169357	0.020515063990642	-0.0825473411380889	0.103821604384275	0.402400204459606	0.0365280159327112	0.116151433943828	0.214928435777329	-0.167927909674589
B0BNJ1	B0BNJ1	B0BNJ1_RAT	Sri		-0.133178798052187	-0.0467154953344325	0.0903242480753214	-0.0214364517102625	-0.0553622016604816	-0.213590198468912	-0.0126767287027395	-0.0500230224197735	-0.0126097421166447	0.450442555789135	0.223589087859688	0.0541743808622022	-0.211633119979975	-0.313015527040197	0.0863079689343155	-0.0615017586893056	0.110723678700478	0.0836902620284384
B0BNJ4	B0BNJ4	B0BNJ4_RAT	Ethe1		-0.0150619268861386	-0.0444819141709011	-0.125602276446008	0.0146554862451178	-0.00640284360834287	-0.152678658360663	0.0416900681511309	0.199932025064947	0.342719177506879	-0.186962929547107	-0.0373914634759718	0.0504463357535356	0.139872046172916	-0.176862037958687	0.0547198716045712	0.223463762571289	-0.153488617153794	0.184225999764029
B0BNJ9	B0BNJ9	B0BNJ9_RAT	Tmem14c	171432							0.952262753409802	0.367247063068443	0.859688624474672					0.0335604694513299	0.753847462145289	0.66908100877393	0.385376705445569	0.788070332758531
B0BNK1	B0BNK1	B0BNK1_RAT	Rab5c	287709	0.0919659924485913	-0.00221810105159453	-0.109263177758706	0.249373368861058	0.156392038697487	0.0452407358767452	-0.0349911121751756	0.0981713433906372	0.0515787219448296	-0.0977755665797282	-0.0145004654552588	0.0560149922801471	0.111909428034311	-0.191396227866152	0.0212635783291862	0.0861989519505113	-0.0205938591587569	0.126738662382598
B0BNL2	B0BNL2	B0BNL2_RAT	Pin1	298696	-0.0712471481018692	0.0968098898268208	0.119996115953828	-0.120840120583364	0.0311439771835165	0.136394886192874	-0.0732726272394257	0.215970366081614	0.172532975344064	0.0197075373871533	0.00163399962709643	-0.0155779815718958	-0.0310640476884617	-0.146845590063478	0.259790666359513	0.63540070757905	0.241053405232078	0.304689312503806
B0BNN4	B0BNN4	B0BNN4_RAT	Cfp	299314	0.548629628286314	-0.351404848447527	-0.277612143371119	-0.184261730210448	-0.270360530960044	-1.06135565977524	-0.0156339864680044	-0.657371403696173	-0.00372540569121947	0.738590696070831	1.02317040061848	0.117122424860788	-0.396799994669231	-0.762847144688317	0.311573733811436	-0.249226167902849	-1.34386271046326	0.00661662537157626
B0K008	B0K008	B0K008_RAT	Eif1	287703	-0.202428121125915	0.00768158491959597	0.101858828165519	0.018139948095762	-0.142735903537069	0.171353453058015	-0.146569912000438	0.12174084513216	0.0196203622576268	0.324643421704136	0.138962131766415	0.0215586428409287	0.109471322628501	-0.102369885801233	0.158567201463917	0.041409989519924	0.049086733139626	0.0281326336300819
